ID,TemporaryMark,Gender,AutonomousCommunity,SchoolOwnership,Pond,PondMax3,KindOfPlace,Income,LivingUnit,DependentPersons,WorkConfinement,WorkConfinementsSecondAdult,ChildEarlyEducation1,ChildEarlyEducation2,ChildPrimaryEducation,ChildSecondaryEducation,ChildBaccaleaurate,ChildVocationalTraining,ChildrenSpecialNeeds,WorkloadChange,HouseworkMore,Sleep,Leisure,Sports,Friends,ExtendedFamily,Past,Future,Sex,Reconciling,DomesticHelp,Tired,TimeOff,InterruptChildren,InterruptChildrenFrequency,ChildrenSchookwork,ShareElectronicDevices,Bedtime,PositiveImpact,Bonding,BondingNeighbours,TastesAndAbilities,Responsability,Adaptarion,Understanding,NegativeImpact,Anxiety,Loneliness,Sadness,LossFamilyMember,FinancialLoss,Arguments,AlcoholMedicationDrug,TechnologyUse,NegativeImpactOther,NegativeImpactNoanswer,ChildPhysicalActivity,ChildScreens,ChildSleep,ChildDiet,ChildFear,ChildFrustation,Irritability,Boredom,ChildFake,ChildIFriends,ChildFriendship,ChildSpace,ChildIntrospection,ChildLeavingHome,ChildNoVariation,ChildNoAnswers,ChildMissExercise,ChildMissFriends,ChildMissExperience,ChildMissContents,ChildMissGroup,ChildMissExam,ChildMissTeacher,HelpOnline,SchoolCommunication,ParentsGroups,ParentsCommunicationReturn,SchoolFees,ChallengeContent,ChallengeMonitoring,ChallengeEmotionalSupport,ChallengeNeeds,ChallengeEvaluation,ChallengeCommunication,ChallengeOnline,ChallengeEquipment,ChallengeVulnerable,ChallengeAny,PriorityCustody,PriorityContent,PriorityAutonomy,PrioritySocialisation,PriorityEmotional,FamiliesCollaboration,SchoolSpace,SpaceBarracks,SpacePorch,SpaceDining,SpaceHall,SpaceGym,SpaceOther,SpaceNone,SpaceStreet,SpacePlots,SpaceParks,SpacePublic,SpaceSurroundingOther,SpaceSurroundingNone,ActivitiesOutside,Selección,filter_,SchoolOwnership1
77,2020/07/02 4:28:07 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,2,41883,2,0,1,1,0,0,1,0,0,0,0,1,2,3,1,1,2,4,3,4,2,2,0,2,0,0,,2,1,0,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,3,2,2,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,3,3,0,1,0,0,0,0,0,1,0,1,1,0,0,3,1,1,Concertado
78,2020/07/02 8:33:38 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,2,41883,2,0,0,1,1,0,0,0,0,0,0,1,0,4,1,1,1,2,4,1,2,0,2,0,0,0,,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,1,1,Público
79,2020/07/02 9:19:42 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,2,41883,2,0,1,1,0,0,1,1,0,0,0,3,2,2,2,2,2,3,4,2,3,1,0,2,0,1,3,2,1,1,2,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,1,2,1,0,1,0,0,0,1,0,0,0,2,2,3,3,3,3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,3,1,1,Concertado
80,2020/07/03 10:55:27 a. m. EET,2,PAIS VASCO,Concertado,.03,.03,2,41883,2,0,0,1,0,0,1,0,0,0,0,7,0,3,2,4,4,2,3,4,3,0,0,2,1,0,,2,1,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,2,0,0,1,1,1,1,0,0,0,0,1,0,0,2,1,1,Concertado
81,2020/07/03 8:11:50 a. m. EET,2,PAIS VASCO,Concertado,.03,.03,2,41883,2,0,0,1,1,1,0,0,0,0,0,7,2,3,2,1,3,1,4,4,3,0,2,2,0,0,,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,Concertado
82,2020/07/03 9:19:12 a. m. EET,2,PAIS VASCO,Público,1.77,1.77,2,41883,2,0,0,1,0,1,0,0,0,0,0,7,2,2,1,1,2,1,4,4,1,1,0,2,0,0,,2,1,1,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4,2,4,3,2,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,3,1,1,Público
83,2020/07/03 9:49:44 a. m. EET,2,PAIS VASCO,Público,1.77,1.77,2,41883,2,0,1,0,0,0,1,0,0,0,0,1,0,3,4,4,2,2,3,4,3,0,0,2,2,0,,2,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,3,4,4,2,2,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,2,0,0,1,1,1,1,0,0,1,1,0,0,0,3,1,1,Público
84,2020/07/03 1:52:24 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,,,2,0,1,0,0,1,0,0,0,0,0,1,2,3,2,4,3,3,4,4,4,0,0,0,2,0,,2,1,0,2,1,0,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,3,3,1,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,Concertado
85,2020/07/02 4:45:35 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,,,1,0,1,,1,0,0,0,0,0,0,3,2,4,1,1,4,4,1,1,1,2,0,2,0,1,3,3,1,0,2,1,1,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,4,2,4,2,2,1,1,1,1,1,1,0,0,1,0,3,2,3,3,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,Concertado
86,2020/07/02 4:58:50 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,1,0,0,0,0,1,4,0,2,1,2,3,1,4,3,1,2,1,2,0,1,3,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,Privado
87,2020/07/02 4:40:14 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,3,0,0,1,0,0,1,0,0,0,0,7,2,3,1,1,2,3,2,2,3,2,2,2,0,0,,3,1,1,2,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,4,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Privado
88,2020/07/02 10:36:14 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,1,0,0,0,0,0,0,4,2,4,2,1,2,1,4,4,3,1,0,2,2,1,2,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,,2,3,2,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,1,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,Privado
89,2020/07/05 7:32:21 a. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,1,0,0,0,0,0,1,2,1,1,1,2,2,4,4,3,1,0,0,0,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,Privado
90,2020/07/03 8:41:19 a. m. EET,1,PAIS VASCO,Público,1.77,1.77,0,,2,0,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,3,4,1,2,2,0,1,2,1,1,1,1,1,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,3,2,3,2,2,0,0,0,0,0,1,1,0,0,0,2,3,3,3,3,3,3,0,1,0,1,1,0,0,0,0,1,1,0,0,3,1,1,Público
91,2020/07/02 5:21:08 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,1,0,1,,0,1,0,0,0,0,0,3,2,3,1,4,3,4,4,3,2,2,2,2,1,1,3,3,1,1,2,1,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,2,3,4,1,2,1,0,0,0,0,0,1,0,0,0,3,2,3,3,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,Privado
92,2020/07/02 6:47:26 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,0,1,1,1,0,0,0,0,0,7,2,3,1,1,3,3,3,1,3,1,0,2,2,1,1,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,3,1,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,2,3,3,3,2,0,0,1,1,1,0,0,0,1,1,1,0,0,3,1,1,Privado
93,2020/07/09 10:11:24 a. m. EET,2,PAIS VASCO,Público,1.77,1.77,0,,2,0,0,1,1,1,0,0,0,0,0,6,2,2,2,1,3,2,4,2,2,1,0,2,0,0,,2,1,0,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,3,1,1,Público
94,2020/07/05 1:43:13 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,0,,2,0,1,1,1,1,0,0,0,0,0,3,2,2,2,3,3,4,4,3,3,2,0,2,0,1,2,3,1,0,2,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,0,1,1,1,1,0,0,0,0,0,0,1,0,3,1,1,Público
95,2020/07/02 9:58:53 p. m. EET,2,PAIS VASCO,Privado,4.42,3,0,,3,1,1,1,1,0,1,0,0,0,0,7,2,2,2,2,2,4,3,4,3,2,0,2,1,1,3,4,1,1,1,1,0,0,1,1,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,2,2,3,1,1,1,1,1,1,1,1,0,1,1,0,3,2,3,3,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,1,Privado
96,2020/07/03 2:29:30 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,1,1,1,1,0,1,0,0,0,0,1,2,3,3,1,3,3,3,1,3,0,0,0,1,0,1,2,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,3,2,2,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,Privado
97,2020/07/03 7:07:10 a. m. EET,2,PAIS VASCO,Concertado,.03,.03,0,,2,1,0,1,0,1,0,0,0,0,1,2,2,3,2,3,2,3,3,3,2,0,0,2,,0,,4,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,2,3,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,Concertado
98,2020/07/08 11:49:31 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,0,,1,0,0,1,0,1,1,0,0,0,0,2,2,4,1,1,2,2,4,4,3,0,0,2,0,0,,3,1,1,2,0,0,0,0,1,0,2,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3,3,3,2,2,0,0,0,0,0,0,1,1,0,0,2,2,2,3,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,Concertado
99,2020/07/08 7:49:47 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,0,,2,0,1,1,1,0,0,0,0,0,0,3,2,2,2,2,3,3,4,4,3,2,0,2,1,1,3,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,3,2,2,2,1,1,1,0,0,1,1,1,0,0,2,3,3,3,3,3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2,1,1,Concertado
100,2020/07/02 11:43:27 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,0,,2,0,0,1,0,1,0,0,0,0,0,2,2,2,1,1,2,3,4,4,2,2,0,2,0,1,1,4,1,1,2,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,4,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,0,0,1,1,1,0,0,0,0,1,0,0,2,1,1,Concertado
101,2020/07/02 9:50:11 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,1,,2,0,1,1,0,1,1,0,0,0,0,1,2,2,2,2,2,2,3,4,3,2,0,2,0,1,2,1,0,1,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,1,1,0,0,0,3,2,3,2,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,Público
102,2020/07/08 10:04:00 p. m. EET,2,PAIS VASCO,Privado,4.42,3,1,,2,0,0,1,1,1,0,0,0,0,0,7,2,3,2,2,2,2,3,4,4,1,0,2,1,1,3,4,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,3,2,4,2,1,0,0,1,0,0,0,0,0,0,0,3,1,3,3,3,3,3,0,1,0,0,1,0,0,0,0,1,1,0,0,3,1,1,Privado
103,2020/07/02 10:36:30 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,1,0,0,0,0,0,1,2,3,1,2,2,2,4,2,2,2,0,1,0,1,3,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,2,3,2,2,0,0,0,0,0,0,1,1,0,0,2,3,2,3,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,Privado
104,2020/07/02 8:57:40 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,0,1,0,0,0,0,1,2,2,1,1,3,3,3,3,1,2,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,Privado
105,2020/07/09 5:00:45 a. m. EET,2,PAIS VASCO,Público,1.77,1.77,,,2,0,1,1,1,0,1,0,0,0,0,3,2,3,1,1,2,1,3,3,2,2,0,2,0,1,3,4,0,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,1,1,0,0,1,1,0,1,1,1,1,0,1,2,2,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,Público
106,2020/07/02 10:19:07 p. m. EET,1,PAIS VASCO,Público,1.77,1.77,0,,2,0,0,1,0,1,0,1,0,0,0,1,2,3,3,3,3,4,4,3,4,0,0,0,0,0,,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,3,2,4,2,2,0,1,1,0,0,1,1,0,0,0,3,3,3,3,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,Público
107,2020/07/02 5:53:49 p. m. EET,2,PAIS VASCO,Privado,4.42,3,0,,2,1,1,1,0,1,0,0,0,0,0,4,2,2,1,1,2,2,3,1,1,1,0,2,0,1,1,3,1,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,4,3,2,1,0,1,0,0,0,0,0,0,0,2,3,3,2,3,2,3,1,0,0,1,1,1,0,1,0,1,0,1,0,2,1,1,Privado
108,2020/07/09 11:05:37 a. m. EET,2,PAIS VASCO,Público,1.77,1.77,0,,2,0,0,1,1,1,0,0,0,0,0,1,2,3,4,3,4,3,3,3,3,0,2,2,2,0,,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,2,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,1,1,Público
109,2020/07/02 8:11:27 p. m. EET,2,PAIS VASCO,Concertado,.03,.03,1,,2,0,0,1,1,0,0,0,0,0,0,7,2,3,2,2,3,3,2,4,2,0,0,0,0,0,,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,1,0,1,2,2,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,Concertado
110,2020/07/03 9:48:07 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,1,0,0,1,0,0,0,0,0,0,2,2,3,2,1,2,1,4,4,2,2,0,2,0,1,3,3,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,2,2,2,1,1,1,0,1,0,0,1,0,0,0,0,3,3,3,3,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,Privado
111,2020/07/03 1:01:17 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,1,1,0,0,0,0,0,3,2,2,2,1,2,2,3,3,3,1,0,2,0,1,2,3,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,3,2,3,2,2,1,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,3,0,0,1,1,1,0,0,0,0,0,1,0,0,3,1,1,Privado
112,2020/07/02 4:37:25 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,0,1,1,0,0,0,0,0,4,2,3,2,1,3,1,3,3,3,0,,0,0,1,2,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,3,1,2,0,1,0,0,1,0,0,0,1,0,2,2,2,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,Privado
113,2020/07/02 4:37:31 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,0,1,0,0,0,0,0,0,4,2,3,2,1,3,1,3,3,3,0,,0,0,1,2,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,3,1,2,0,1,0,0,1,0,0,0,1,0,2,2,2,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,Privado
114,2020/07/02 4:48:49 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,1,0,0,0,0,0,0,3,2,2,4,1,2,4,3,4,4,1,0,2,0,1,2,2,1,0,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Privado
115,2020/07/02 4:57:35 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,,,1,0,1,,1,0,0,0,0,0,0,3,0,3,3,1,1,3,3,3,1,2,0,2,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,Público
116,2020/07/03 5:30:22 a. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,0,1,1,0,0,0,3,2,3,2,2,2,4,4,1,2,2,0,2,0,1,3,4,1,1,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,2,3,2,2,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,Privado
117,2020/07/02 8:53:28 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,,,2,0,1,1,0,0,1,0,0,0,0,2,2,2,4,2,3,3,3,4,4,2,2,2,0,1,2,2,1,1,2,1,0,0,0,1,0,2,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,2,2,0,0,1,1,1,0,0,1,0,1,1,0,0,3,1,1,Público
118,2020/07/02 4:58:24 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,,,1,0,1,,0,1,1,0,0,0,0,5,2,4,4,1,4,4,4,4,1,2,0,2,2,1,2,3,1,1,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,4,3,3,1,2,0,0,1,0,0,1,0,1,0,0,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,Público
119,2020/07/03 3:57:27 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,0,1,0,0,0,0,0,4,2,2,1,2,2,2,1,4,2,2,0,2,0,1,3,3,1,0,2,1,0,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,2,1,4,1,1,0,0,1,0,0,1,0,0,0,0,3,2,1,3,3,3,3,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,Privado
120,2020/07/05 7:14:58 a. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,0,0,0,1,1,0,0,0,0,2,2,4,4,2,3,2,3,4,4,2,2,2,2,0,3,3,1,0,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,Privado
121,2020/07/03 4:45:54 a. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,1,1,1,1,0,0,0,0,0,3,2,3,1,1,2,3,4,1,2,2,0,2,0,1,2,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,3,1,3,1,2,0,0,1,0,1,1,1,0,0,0,3,3,2,2,2,3,3,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,Privado
122,2020/07/02 5:06:43 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,1,1,1,,0,1,1,0,0,0,0,3,2,2,2,2,3,3,4,3,2,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,Privado
123,2020/07/02 5:55:22 p. m. EET,2,PAIS VASCO,Privado,4.42,3,,,2,0,0,1,1,1,0,0,0,0,0,7,2,1,1,1,2,1,1,1,2,2,0,2,0,0,,4,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,4,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,Privado
124,2020/07/02 9:54:13 p. m. EET,2,PAIS VASCO,Público,1.77,1.77,,,2,0,0,1,0,1,1,0,0,0,0,7,2,4,2,3,2,3,2,4,4,0,0,2,0,,,3,1,1,2,0,0,1,0,1,0,2,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2,2,3,1,,0,0,1,0,0,1,0,0,1,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,,1,1,Público
